鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,lng,lat
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段75巷211~240號,90.85,住,,,1041222,土地1建物1車位2,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010426.0,276.97,2,2,1,有,有,39800000,193558.0,坡道平面,81.68,2000000,親友、員工或其他特殊關係之交易．,RPUQMLRJKHMFFCA28CA,121.614003,25.077126
大安區,房地(土地+建物),臺北市大安區泰順街33巷1~30號,12.88,住,,,1050513,土地1建物1車位0,七層，夾層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,910117.0,69.55,4,3,3,有,有,5400000,77653.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUNMLMJKHMFFFA77CA,121.531653,25.0260299
大安區,房地(土地+建物)+車位,臺北市大安區仁愛路三段143巷1~30號,32.51,住,,,1051010,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,891219.0,141.26,3,2,2,有,有,38500000,272547.0,升降機械,0.0,0,含增建或未登記建物。,RPRNMLQJKHMFFFA87CA,121.53310590000001,25.038490600000003
松山區,房地(土地+建物)+車位,臺北市松山區八德路二段331~360號,6.97,商,,,1051113,土地2建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980123.0,96.5,2,1,1,有,有,20500000,237797.0,塔式車位,16.6,1500000,共有人數2人。含增建或未登記建物。內含獨立產權車位，未包含在棟數內。,RPWOMLNJKHMFFDA97CA,121.5432525,25.0475222
松山區,房地(土地+建物),臺北市松山區八德路四段601~630號,2.16,商,,,1051128,土地1建物1車位0,十一層,十一層,其他,住家用,鋼筋混凝土造,780911.0,18.8,2,2,2,有,無,1500000,79787.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPROMLNJKHMFFDA47CA,121.5742437,25.0500427
松山區,房地(土地+建物),臺北市松山區南京東路五段291巷29弄1~30號,9.88,住,,,1051127,土地1建物1車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,920904.0,35.98,1,1,1,有,有,7100000,197332.0,,0.0,0,,RPROMLOLJHMFFDA67CA,121.55736740000002,25.0518185
中山區,房地(土地+建物),臺北市中山區北安路588巷31~60號,34.8,住,,,1051205,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831001.0,116.15,3,2,2,有,有,21000000,180801.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUPMLPLJHMFFCA18DA,121.55001509999998,25.0810702
信義區,建物,臺北市信義區松勇路31~60號,0.0,,,,1051201,土地0建物1車位2,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,921009.0,505.13,5,2,3,有,有,22010000,43573.0,坡道平面,0.0,0,權利人取得土地地上權親友、員工或其他特殊關係間之交易。,RPQOMLTJJHMFFDA97DA,121.57009120000001,25.0368853
松山區,房地(土地+建物),臺北市松山區南京東路五段250巷18弄31~60號,34.5,住,,,1051122,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640612.0,109.41,3,2,2,有,無,11123800,101671.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQOMLOJJHMFFDA47DA,121.56808400000001,25.050552
信義區,房地(土地+建物),臺北市信義區吳興街600巷76弄61~90號,15.9,住,,,1051213,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711006.0,48.94,2,1,1,有,無,6080000,124234.0,,0.0,0,含增建或未登記建物。,RPTNMLQKJHMFFDA97DA,121.57040090000001,25.0177936
北投區,房地(土地+建物),臺北市北投區大興街91~120號,55.0,住,,,1051128,土地6建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720202.0,109.27,3,1,1,有,無,15000000,137275.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPTOMLOJJHMFFEA87DA,121.50229340000001,25.130861300000003
中山區,房地(土地+建物),臺北市中山區長安東路一段30巷3弄1~30號,9.63,商,,,1051220,土地1建物1車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,831212.0,40.93,1,1,1,有,無,6500000,158808.0,,0.0,0,含增建或未登記建物。,RPTOMLNJJHMFFCA57DA,121.522081,25.049818
大同區,房地(土地+建物)+車位,臺北市大同區萬全街1~30號,14.01,商,,,1051228,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016.0,185.78,3,2,2,有,有,40590000,277807.0,坡道平面,50.47,3000000,,RPUNMLQLJHMFFBA97DA,121.52034909999999,25.058718
大同區,房地(土地+建物)+車位,臺北市大同區萬全街1~30號,14.01,商,,,1051228,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016.0,185.78,3,2,2,有,有,40970000,280615.0,坡道平面,50.47,3000000,,RPVNMLQLJHMFFBA08DA,121.52034909999999,25.058718
大同區,房地(土地+建物),臺北市大同區萬全街1~30號,7.75,商,,,1051228,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016.0,84.49,1,2,1,有,有,25500000,301811.0,,0.0,0,,RPXNMLQLJHMFFBA28DA,121.52034909999999,25.058718
內湖區,房地(土地+建物)+車位,臺北市內湖區陽光街68巷61~90號,36.94,住,,,1051204,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900410.0,188.02,4,2,2,有,有,34500000,213087.0,坡道平面,35.5,2000000,含增建或未登記建物。,RPQQMLPJJHMFFCA67DA,121.585999,25.076656600000003
內湖區,房地(土地+建物),臺北市內湖區民權東路六段90巷25弄31~60號,32.4,住,,,1051124,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730123.0,98.39,3,2,2,有,無,12200000,123996.0,,0.0,0,含增建或未登記建物。,RPTQMLQJJHMFFCA08DA,121.58715159999998,25.0671133
文山區,房地(土地+建物)+車位,臺北市文山區木新路三段232巷7弄1~30號,38.16,住,,,1051218,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960215.0,221.63,3,2,2,有,有,29700000,136605.0,一樓平面,20.32,2200000,含增建或未登記建物。共有人2人,RPSOMLKKJHMFFAA07DA,121.56524209999999,24.9826247
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段61巷1~30號,27.62,住,,,1051016,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020812.0,190.95,3,2,2,有,有,34380000,206303.0,坡道平面,36.42,2500000,,RPQNMLNJKHMFFAA07DA,121.5455398,24.9990517
萬華區,房地(土地+建物),臺北市萬華區萬大路481~510號,9.08,住,,,1051219,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661021.0,26.92,2,1,2,有,無,4200000,156018.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPROMLOJJHMFFBA37DA,121.49810590000001,25.020305800000003
大安區,房地(土地+建物),臺北市大安區延吉街137巷1~30號,2.58,住,,,1051208,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,6.3,3,2,2,有,無,1300000,206349.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPXOMLKLJHMFFFA08CA,121.5546471,25.042093100000002
大安區,房地(土地+建物),臺北市大安區敦化南路二段55巷1~30號,7.87,其他,,,1051116,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700311.0,43.59,2,2,1,有,有,11200000,256940.0,,0.0,0,含增建或未登記建物。,RPSOMLNJJHMFFFA77DA,121.54921809999999,25.0330358
大安區,房地(土地+建物),臺北市大安區忠孝東路四段211~240號,4.14,商,,,1051105,土地1建物1車位0,九層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,,38.97,1,1,1,有,有,10360000,265846.0,,0.0,0,含增建或未登記建物。,RPOOMLQKJHMFFFA77DA,121.55208870000001,25.0416923
內湖區,房地(土地+建物),臺北市內湖區民權東路六段280巷155弄211~240號,12.34,住,,,1051125,土地1建物1車位0,二層，三層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,860710.0,42.07,1,1,1,有,有,6700000,159258.0,,0.0,0,含增建或未登記建物。,RPVNMLOJJHMFFCA67CA,121.6097857,25.068485100000004
內湖區,房地(土地+建物),臺北市內湖區陽光街285巷1~30號,34.79,住,,,1051126,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,781207.0,114.64,3,2,2,有,無,14280000,124564.0,,0.0,0,含增建或未登記建物。,RPSOMLOJJHMFFCA47CA,121.5802473,25.0740502
內湖區,房地(土地+建物),臺北市內湖區康樂街186巷1弄1~30號,40.86,住,,,1051111,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,761128.0,119.27,3,2,2,有,有,13700000,114865.0,,0.0,0,含增建或未登記建物。,RPPPMLOJJHMFFCA27CA,121.62044650000001,25.0762526
中山區,房地(土地+建物),臺北市中山區松江路133巷31~60號,7.17,住,,,1051221,土地1建物1車位0,五層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,930829.0,33.08,1,1,1,有,有,7500000,226723.0,,0.0,0,含增建或未登記建物。,RPUPMLOJJHMFFCA77CA,121.53317379999999,25.0474392
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段331~360號,78.47,住,,,1051101,土地1建物1車位2,六層，七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840224.0,360.98,3,2,3,有,有,52000000,160366.0,坡道平面,67.9,5000000,價格含增建,RPSNMLPJJHMFFCA47CA,121.59923729999998,25.0844694
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷61~90號,53.95,住,,,1051215,土地1建物1車位5,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041015.0,457.73,3,2,2,有,有,62020000,160952.0,坡道平面,116.5,7100000,,RPTRMLNKJHMFFCA87CA,121.56288870000002,25.0868247
中山區,房地(土地+建物),臺北市中山區中山北路三段31~60號,3.88,商,,,1051215,土地3建物1車位0,九層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,711127.0,36.7,1,1,1,有,有,6100000,166213.0,,0.0,0,,RPTQMLNKJHMFFCA77CA,121.522573,25.065708899999997
內湖區,房地(土地+建物),臺北市內湖區內湖路二段361~390號,16.81,商,,,1051213,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780308.0,125.23,3,2,2,有,有,19900000,158908.0,,0.0,0,公私契分別訂立,RPUQMLKLJHMFFCA67CA,121.59224409999999,25.083779500000002
萬華區,房地(土地+建物),臺北市萬華區環河南路三段271~300號,29.25,住,,,1051121,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580412.0,87.28,3,2,2,有,無,5600000,64161.0,,0.0,0,二親等間以公告現值為計價基礎之交易。,RPPNMLSLJHMFFBA57CA,121.49338300000001,25.0192389
萬華區,房地(土地+建物),臺北市萬華區寶興街151~180號,19.0,住,,,1051204,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660728.0,72.37,2,1,1,有,無,8800000,121597.0,,0.0,0,含增建或未登記建物。,RPPNMLOJJHMFFBA96CA,121.49508,25.024373
萬華區,房地(土地+建物),臺北市萬華區中華路二段416巷1~30號,18.9,住,,,1051030,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770316.0,89.12,2,2,1,有,有,14750000,165507.0,,0.0,0,,RPQOMLOJJHMFFBA17CA,121.50361699999999,25.026718
大同區,房地(土地+建物),臺北市大同區承德路二段175巷1~30號,21.92,住,,,1051212,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740905.0,120.58,3,2,2,有,有,22500000,186598.0,,0.0,0,,RPPNMLTJJHMFFBA47CA,121.51883959999999,25.053473800000003
文山區,房地(土地+建物),臺北市文山區樟新街56巷1~30號,52.94,住,,,1051003,土地1建物1車位0,二層，三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800611.0,251.75,3,2,2,有,有,12000000,47666.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUNMLNJJHMFFAA27CA,121.55512720000002,24.977698899999996
文山區,房地(土地+建物)+車位,臺北市文山區和平東路四段295巷61~90號,116.96,住,,,1051222,土地1建物1車位2,全,四層,透天厝,住家用,鋼筋混凝土造,1031023.0,362.85,3,2,2,有,有,46800000,148560.0,坡道平面,56.98,1360000,,RPROMLMKJHMFFAA07CA,121.57315290000001,25.001720199999998
文山區,房地(土地+建物)+車位,臺北市文山區辛亥路四段77巷92弄1~30號,31.76,住,,,1051105,土地3建物1車位1,十三層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,920922.0,82.03,1,1,1,有,有,8000000,97525.0,坡道平面,36.26,0,,RPQNMLMJKHMFFAA86CA,121.55990320000001,25.008969
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段85巷1~30號,37.69,住,,,1051105,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780804.0,149.85,3,2,2,有,無,23000000,153477.0,升降機械,0.0,0,頂樓增建3房1廳1衛,RPOOMLMJKHMFFAA76CA,121.567674,24.989071
信義區,房地(土地+建物),臺北市信義區虎林街232巷1~30號,30.0,住,,,1051105,土地1建物1車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,102.12,3,2,2,有,無,19000000,186056.0,,0.0,0,含增建或未登記建物。,RPPNMLOJJHMFFDA17CA,121.577446,25.036846
信義區,房地(土地+建物),臺北市信義區崇德街91~120號,22.04,住,,,1051106,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,771128.0,118.01,3,2,2,有,有,10000000,84739.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPWOMLOJJHMFFDA97CA,121.55521100000001,25.024213699999997
內湖區,房地(土地+建物)+車位,臺北市內湖區江南街65巷1~30號,18.57,住,,,1030712,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050913.0,90.05,1,2,1,有,有,18980000,245546.0,升降機械,14.83,510000,,RPQNMLOLJHMFFCA37CA,121.5776652,25.0773343
信義區,房地(土地+建物),臺北市信義區永吉路321巷18弄1~30號,39.25,住,,,1051108,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610927.0,88.05,3,1,1,有,無,11000000,124929.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPXOMLQJJHMFFDA28CA,121.574757,25.044826999999998
南港區,房地(土地+建物)+車位,臺北市南港區重陽路125巷36弄1~30號,41.33,住,,,1051122,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980921.0,230.56,3,2,2,有,有,34000000,147467.0,坡道平面,0.0,0,,RPSNMLLKJHMFFDA27CA,121.61056200000002,25.06035
信義區,房地(土地+建物),臺北市信義區松德路200巷1~30號,26.74,其他,,,1051018,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810507.0,189.51,3,2,2,有,有,24000000,126642.0,,0.0,0,二等親之間買賣,RPPPMLOLJHMFFDA57CA,121.57783500000001,25.039351
松山區,房地(土地+建物),臺北市松山區新東街9巷1~30號,32.25,住,,,1051124,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620623.0,61.54,1,2,1,有,無,13000000,211245.0,,0.0,0,二等親之間買賣,RPSNMLQLJHMFFDA87CA,121.5658646,25.0579927
信義區,房地(土地+建物),臺北市信義區虎林街50巷1~30號,29.9,住,,,1051215,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740517.0,110.37,3,2,2,有,無,15330000,138896.0,,0.0,0,,RPTNMLNKJHMFFDA57CA,121.576742,25.046779
松山區,房地(土地+建物),臺北市松山區光復北路60巷1~30號,24.76,住,,,1051121,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730127.0,122.63,3,2,2,有,有,11000000,89701.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVOMLNKJHMFFDA87CA,121.5580718,25.0484203
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段190巷1~30號,37.37,住,,,1051210,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,770229.0,202.94,4,2,2,有,有,33880000,166946.0,坡道平面,0.0,0,本案車位面積無法概算。含增建或未登記建物。,RPVNMLOJJHMFFEA87CA,121.53316609999999,25.1251025
士林區,房地(土地+建物),臺北市士林區德行東路190巷1弄1~30號,48.26,住,,,1051127,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,741105.0,195.41,6,4,3,有,有,25000000,127936.0,,0.0,0,權利人地址有難字 含增建或未登記建物。,RPQOMLOJJHMFFEA47CA,121.53193950000001,25.106733
北投區,房地(土地+建物)+車位,臺北市北投區公?路161巷1~30號,79.2,住,,,1051205,土地3建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041012.0,191.25,3,2,2,有,有,26860000,153618.0,坡道平面,29.42,2000000,,RPQNMLTJJHMFFEA87CA,121.45326899999999,25.1694558
北投區,房地(土地+建物)+車位,臺北市北投區公?路161巷1~30號,88.17,住,,,1051209,土地2建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041119.0,181.55,3,2,1,有,有,25390000,151121.0,坡道平面,29.42,2400000,,RPUNMLTJJHMFFEA28CA,121.45326899999999,25.1694558
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷31~60號,38.42,住,,,1030411,土地1建物1車位2,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050921.0,271.48,3,2,2,有,有,47800000,221798.0,坡道平面,83.02,6000000,,RPUOMLTJJHMFFEA38CA,121.50465990000002,25.1282575
士林區,房地(土地+建物),臺北市士林區中山北路七段38巷12弄1~30號,28.35,住,,,1051201,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670905.0,82.08,3,2,2,有,無,12600000,153509.0,,0.0,0,,RPVOMLRKJHMFFEA38CA,121.5318025,25.1197353
大安區,房地(土地+建物)+車位,臺北市大安區潮州街121~150號,42.87,住,,,1051204,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼骨鋼筋混凝土造,900808.0,237.96,4,2,2,有,有,58200000,244579.0,一樓平面,0.0,0,共有人數2人。含增建或未登記建物。,RPVNMLNJJHMFFFA87CA,121.528116,25.0287049
大安區,房地(土地+建物)+車位,臺北市大安區臥龍街301~330號,26.63,住,,,1051206,土地2建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990513.0,205.75,3,2,2,有,有,30150000,146537.0,坡道平面,0.0,0,,RPTOMLQJJHMFFFA08CA,121.55973999999999,25.016978899999998
大安區,房地(土地+建物),臺北市大安區新生南路三段86巷1~30號,54.25,住,,,1051128,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,156.84,3,2,2,有,無,21300000,135807.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPXNMLQJJHMFFFA38CA,121.53452309999999,25.0251549
大安區,房地(土地+建物),臺北市大安區忠孝東路四段216巷40弄1~30號,13.75,住,,,1051206,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,541026.0,37.06,3,2,2,有,無,8500000,229358.0,,0.0,0,二親等間買賣,RPWNMLMKJHMFFFA97CA,121.5440557,25.0418391
大安區,房地(土地+建物),臺北市大安區敦化南路二段121~150號,12.05,其他,,,1051001,土地2建物1車位0,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740417.0,117.11,3,2,2,有,有,31000000,264708.0,,0.0,0,含增建或未登記建物。,RPPOMLPJJHMFFFA57CA,121.54825500000001,25.025329
北投區,房地(土地+建物),臺北市北投區稻香路161巷1~30號,10.08,住,,,1051214,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930312.0,52.0,2,1,1,有,有,7500000,144231.0,,0.0,0,地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄。含增建一併移轉,RPWOMLPLJHMFFEA38CA,121.4890092,25.1422235
士林區,房地(土地+建物),臺北市士林區德行東路240巷1~30號,35.19,住,,,1051130,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750507.0,136.09,4,2,2,有,無,18600000,136674.0,,0.0,0,,RPOOMLKLJHMFFEA07CA,121.5336196,25.109378399999997
士林區,房地(土地+建物),臺北市士林區天母東路31~60號,32.98,商,,,1051130,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,761105.0,182.77,4,2,2,有,無,36200000,198063.0,,0.0,0,,RPTSMLNLJHMFFEA28CA,121.53198559999998,25.118221300000002
北投區,房地(土地+建物),臺北市北投區復興四路12巷1~30號,30.94,住,,,1051104,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810813.0,99.73,2,1,2,有,有,11700000,117317.0,,0.0,0,,RPRTMLNLJHMFFEA18CA,121.500401,25.141427
北投區,房地(土地+建物),臺北市北投區永興路一段31~60號,9.56,商,,,1051205,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631212.0,31.22,4,2,1,有,無,2200000,70468.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLRKJHMFFEA77CA,121.5000162,25.139286
士林區,房地(土地+建物),臺北市士林區葫蘆街54巷31~60號,31.33,住,,,1051118,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,580204.0,73.01,2,2,1,有,無,8200000,112313.0,,0.0,0,,RPQNMLQKJHMFFEA67CA,121.50917679999999,25.0810211
北投區,房地(土地+建物),臺北市北投區東華街一段400巷1~30號,33.33,住,,,1051121,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,601224.0,64.4,2,1,1,有,無,10600000,164596.0,,0.0,0,,RPTPMLKKJHMFFEA57CA,121.51853390000001,25.1108609
士林區,房地(土地+建物),臺北市士林區天母北路31~60號,41.33,住,,,1051219,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,590901.0,81.0,3,2,1,有,無,12500000,154321.0,,0.0,0,,RPUOMLKKJHMFFEA57CA,121.5266031,25.1202139
士林區,房地(土地+建物),臺北市士林區中社路二段31~60號,66.0,住,,,1051217,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650406.0,68.8,3,1,1,有,無,8330000,121076.0,,0.0,0,,RPSNMLLKJHMFFEA37CA,121.56308,25.1075709
士林區,房地(土地+建物),臺北市士林區天母北路1~30號,24.38,住,,,1051216,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660611.0,134.91,3,2,2,有,有,20600000,152694.0,,0.0,0,,RPTNMLLKJHMFFEA47CA,121.52636100000001,25.118868
北投區,房地(土地+建物),臺北市北投區溫泉路91~120號,23.89,其他,,,1051202,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740926.0,103.73,3,2,2,有,有,8200000,79051.0,,0.0,0,含增建或未登記建物。,RPOPMLMKJHMFFEA27CA,121.5073655,25.135631399999998
士林區,房地(土地+建物),臺北市士林區美崙街86巷1~30號,31.0,住,,,1051116,土地1建物1車位0,全,,透天厝,住家用,加強磚造,551101.0,46.46,5,2,2,有,無,7200000,154972.0,,0.0,0,親友、員工或其他特殊關係間之交易。含增建或未登記建物。,RPQNMLKKJHMFFEA07CA,121.5212267,25.0969171
北投區,房地(土地+建物),臺北市北投區豐年路二段61~90號,26.67,住,,,1051212,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661229.0,104.24,3,2,1,有,無,3830000,36742.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPTOMLQJJHMFFEA97CA,121.49332009999999,25.1371401
信義區,房地(土地+建物),臺北市信義區忠孝東路五段1~30號,18.5,住,,,1051202,土地6建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710227.0,158.33,4,2,2,有,有,39500000,249479.0,,0.0,0,,RPUNMLTKJHMFFDA28CA,121.58191799999999,25.043939
信義區,房地(土地+建物),臺北市信義區吳興街600巷91~120號,22.82,住,,,1051114,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810806.0,122.93,3,2,2,有,有,10000000,81347.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPTOMLMJKHMFFDA57CA,121.56085130000001,25.030587
信義區,房地(土地+建物)+車位,臺北市信義區吳興街181~210號,24.63,商,,,1051114,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810505.0,151.8,3,2,2,有,無,13000000,85639.0,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。,RPVOMLMJKHMFFDA77CA,121.5625233,25.0286437
南港區,房地(土地+建物)+車位,臺北市南港區南港路二段151~180號,35.49,住,,,1051120,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851022.0,181.3,3,0,2,有,有,23200000,127965.0,坡道平面,0.0,0,內含獨立產權車位，未包含在棟數內。本案車位面積無法概算。含增建或未登記建物。,RPPOMLMKJHMFFDA17CA,121.5956354,25.054443399999997
松山區,房地(土地+建物),臺北市松山區撫遠街389巷31~60號,31.62,住,,,1051121,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,82.23,2,2,1,有,無,6800000,82695.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPOPMLQJJHMFFDA47CA,121.56706240000001,25.065185500000002
中山區,房地(土地+建物),臺北市中山區新生北路三段56巷1~30號,3.81,商,,,1051028,土地1建物1車位0,九層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,700410.0,40.01,1,1,1,有,有,7900000,197451.0,,0.0,0,,RPQOMLNJKHMFFCA27CA,121.5273555,25.065468600000003
信義區,房地(土地+建物),臺北市信義區光復南路417巷211~240號,22.24,住,,,1051121,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.94,3,2,2,有,無,13000000,108388.0,,0.0,0,親友間之交易。,RPOPMLOJJHMFFDA27CA,121.5602068,25.0368328
南港區,房地(土地+建物),臺北市南港區松河街271~300號,14.59,商,,,1051104,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970306.0,114.23,3,2,2,有,有,21880000,191543.0,,0.0,0,含增建或未登記建物。,RPQNMLPJJHMFFDA37CA,121.5810019,25.052360999999998
